artist_id,id,country_code,channel_slug,retailer,sellable_type,sellable_id,period,Total,year_month
148199,638004572,CA,streaming,Youtube Music,Track,537449,08/06/2023 00:00:00,"0,007984839",2023-06
148199,637868426,TR,streaming,Youtube Music,Track,531387,18/06/2023 00:00:00,"0,000386232",2023-06
148199,627427945,MX,streaming,Kuaishou Ex CN Technology Ltd Company,Track,531994,01/04/2022 00:00:00,"0,041745099",2022-04
148199,638004925,HK,streaming,Youtube Music,Track,537462,18/06/2023 00:00:00,"0,003394776",2023-06
148199,635359328,BR,streaming,Youtube Music,Track,530617,25/09/2023 00:00:00,"0,002076814",2023-09
148199,626112956,CA,streaming,Youtube Music,Track,532005,16/07/2023 00:00:00,"0,004148462",2023-07
148199,634841325,RU,streaming,Youtube Music,Track,515609,31/08/2023 00:00:00,"0,004696953",2023-08
148199,627537463,IN,streaming,Hungama,Track,516732,01/03/2022 00:00:00,"0,005121989",2022-03
148199,637824425,RO,streaming,Youtube Music,Track,532005,06/06/2023 00:00:00,"0,003274435",2023-06
148199,627537556,BD,streaming,Kuaishou Ex CN Technology Ltd Company,Track,517867,01/11/2021 00:00:00,"0,54268629",2021-11
148199,644414342,US,streaming,Spotify,Track,531763,01/04/2022 00:00:00,"0,168971004",2022-04
148199,638005063,PA,streaming,Youtube Music,Track,537442,09/06/2023 00:00:00,"0,000884675",2023-06
148199,634841405,TW,streaming,Youtube Music,Track,517958,06/08/2023 00:00:00,"0,006075436",2023-08
148199,634442060,AR,streaming,Youtube Music,Track,531626,14/08/2023 00:00:00,"0,000486523",2023-08
148199,636491314,US,streaming,"M & M MEDIA, INC.",Track,519029,01/12/2021 00:00:00,"0,016644217",2021-12
148199,635295893,BR,streaming,Youtube Music,Track,532478,24/09/2023 00:00:00,"0,004153628",2023-09
148199,793247107,TR,streaming,Dogan Turkey,Track,532664,01/01/2022 00:00:00,"0,004077649",2022-01
148199,628368553,AE,streaming,Anghami,Track,531495,01/03/2022 00:00:00,"0,010949961",2022-03
148199,643641796,US,streaming,YouTube,Track,515786,01/05/2022 00:00:00,"0,267468346",2022-05
148199,643641823,US,streaming,SongClip-Audiobyte,Track,518841,01/01/2022 00:00:00,"0,281895411",2022-01
148199,792395566,AR,streaming,Youtube Ad Supported,Track,537449,12/02/2024 00:00:00,"0,000000265",2024-02
148199,792395607,TR,streaming,Youtube Ad Supported,Track,537442,23/02/2024 00:00:00,"0,000899201",2024-02
148199,637869064,BR,streaming,Youtube Music,Track,537427,24/06/2023 00:00:00,"0,001306684",2023-06
148199,637869068,CL,streaming,Youtube Music,Track,537473,27/06/2023 00:00:00,"0,002784123",2023-06
148199,792395617,ZA,streaming,Youtube Ad Supported,Track,537434,22/02/2024 00:00:00,"0,000448919",2024-02
148199,792395619,DE,streaming,Youtube Ad Supported,Track,537295,17/02/2024 00:00:00,"0,003049384",2024-02
148199,638005466,IN,streaming,Youtube Music,Track,517990,10/06/2023 00:00:00,"0,001251392",2023-06
148199,637869131,US,streaming,Youtube Music,Track,532301,29/06/2023 00:00:00,"0,002976833",2023-06
148199,634388452,US,streaming,Youtube Music,Track,517300,27/08/2023 00:00:00,"0,003747449",2023-08
148199,792395637,US,streaming,Youtube Ad Supported,Track,537410,25/02/2024 00:00:00,"0,020352528",2024-02
148199,638005570,AU,streaming,Youtube Music,Track,537410,29/06/2023 00:00:00,"0,004440449",2023-06
